Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,465.369873046875,481.3999938964844,518.0,442.0,459.6000061035156,73642765
2020-02-01,488.6673889160156,505.5,617.5499877929688,460.20001220703125,480.1000061035156,146566039
2020-03-01,400.756103515625,413.1499938964844,534.2999877929688,288.8500061035156,512.5,109933301
2020-04-01,607.0753173828125,625.8499755859375,684.0499877929688,333.5,415.0,227848836
2020-05-01,723.2815551757812,745.6500244140625,750.3499755859375,603.0,625.8499755859375,130553805
2020-06-01,748.5501708984375,771.7000122070312,819.75,722.0,744.0,117041472
2020-07-01,848.3631591796875,874.5999755859375,881.0,764.5,773.0,80091767
2020-08-01,784.6341552734375,808.9000244140625,967.5,800.75,874.7000122070312,101892371
2020-09-01,773.7339477539062,796.5,857.9000244140625,738.0499877929688,809.0,95294941
2020-10-01,750.5657958984375,772.6500244140625,851.4000244140625,749.2000122070312,801.0,70998268
2020-11-01,843.724609375,868.5499877929688,893.5,753.0,774.0,83035804
2020-12-01,896.3113403320312,921.2999877929688,943.5,801.0999755859375,876.25,62820932
2021-01-01,880.6966552734375,905.25,1023.7000122070312,880.1500244140625,923.7000122070312,71930147
2021-02-01,832.004150390625,855.2000122070312,980.0,837.0,912.0,60510083
2021-03-01,858.8460083007812,881.2999877929688,889.0,797.2999877929688,855.0999755859375,41429289
2021-04-01,955.8596801757812,980.8499755859375,1015.0,866.3499755859375,879.0,56757756
2021-05-01,972.5239868164062,997.9500122070312,1063.9000244140625,950.0,979.7000122070312,50721967
2021-06-01,940.6083984375,965.2000122070312,1018.0,917.75,1003.0499877929688,51249343
2021-07-01,893.2466430664062,916.5999755859375,1013.0,877.0499877929688,965.2999877929688,37106094
2021-08-01,708.7697143554688,727.2999877929688,930.0,660.2999877929688,920.0999755859375,110995607
2021-09-01,707.8521118164062,724.7999877929688,767.3499755859375,707.0999755859375,729.0,47808459
2021-10-01,673.2310180664062,689.3499755859375,751.9000244140625,671.75,721.9000244140625,41062221
2021-11-01,644.8114624023438,660.25,713.5,620.5,691.7999877929688,59917109
2021-12-01,718.7485961914062,734.3499755859375,739.7999877929688,653.3499755859375,664.0,41225535
2022-01-01,620.9710083007812,634.4500122070312,742.0,590.0999755859375,738.0999755859375,44653692
2022-02-01,611.966552734375,625.25,715.0,601.0999755859375,644.7999877929688,47140193
2022-03-01,655.8045654296875,668.5499877929688,727.9500122070312,584.25,625.25,57431465
2022-04-01,617.0576782226562,629.0499877929688,714.7000122070312,625.2000122070312,673.8499755859375,23714050
2022-05-01,520.6807250976562,530.7999877929688,653.0,514.0999755859375,626.7000122070312,58225888
2022-06-01,503.3181457519531,513.0999755859375,554.8499755859375,503.45001220703125,536.1500244140625,43078195
2022-07-01,541.1807250976562,547.0,564.4500122070312,506.5,512.25,22533025
2022-08-01,539.5977783203125,545.4000244140625,604.0,532.2999877929688,547.5,32627433
2022-09-01,505.16796875,510.6000061035156,556.75,494.29998779296875,545.4000244140625,27279958
2022-10-01,532.4249267578125,538.1500244140625,552.75,505.6499938964844,510.54998779296875,20378442
2022-11-01,462.3780822753906,467.3500061035156,569.4500122070312,455.1000061035156,540.0,56189253
2022-12-01,433.6371154785156,438.29998779296875,472.79998779296875,434.3999938964844,469.54998779296875,27509414
2023-01-01,403.807861328125,408.1499938964844,455.6499938964844,407.04998779296875,439.8999938964844,27008954
2023-02-01,457.8270263671875,462.75,482.5,397.20001220703125,410.0,42889736
2023-03-01,515.8126220703125,518.0999755859375,520.7999877929688,444.75,459.8999938964844,42988586
2023-04-01,614.2760009765625,617.0,623.25,516.4500122070312,519.0,35438408
2023-05-01,655.6923217773438,658.5999755859375,662.9500122070312,581.25,617.0,42284669
2023-06-01,724.1388549804688,727.3499755859375,741.8499755859375,646.1500244140625,655.5,35307894
2023-07-01,818.619873046875,822.25,846.5,708.8499755859375,728.0999755859375,41966843
2023-08-01,826.3356323242188,830.0,887.7000122070312,805.6500244140625,827.2999877929688,42745767
2023-09-01,910.313232421875,914.3499755859375,930.0,815.7999877929688,830.0,41703376
2023-10-01,845.7495727539062,849.5,924.4500122070312,845.0,914.3499755859375,34938950
2023-11-01,1036.95166015625,1041.550048828125,1058.0,834.6500244140625,850.0,51080475
2023-12-01,1082.4378662109375,1084.0,1099.9000244140625,996.2999877929688,1049.0,40354525
2024-01-01,1148.7421875,1150.4000244140625,1177.0999755859375,1061.4000244140625,1085.050048828125,49122362
2024-02-01,1026.618408203125,1028.0999755859375,1155.050048828125,958.5,1155.0,81504225
2024-03-01,1088.75,1088.75,1114.0,984.2999877929688,1020.5999755859375,35583779
2024-04-01,1153.5,1153.5,1175.800048828125,1069.300048828125,1113.0,34570688
2024-05-01,1185.699951171875,1185.699951171875,1245.699951171875,1097.0999755859375,1153.5,34361027
2024-06-01,1207.5999755859375,1207.5999755859375,1292.0999755859375,1109.449951171875,1229.0,30928582
2024-07-01,1434.1500244140625,1434.1500244140625,1440.699951171875,1203.0,1214.050048828125,30396945
2024-08-01,1569.4000244140625,1569.4000244140625,1580.5999755859375,1395.0,1434.0999755859375,34754125
2024-09-01,1460.699951171875,1460.699951171875,1592.0,1444.0,1580.800048828125,25950054
2024-10-01,1396.5,1396.5,1520.050048828125,1385.050048828125,1455.0,18797632
2024-11-01,1262.5999755859375,1262.5999755859375,1417.300048828125,1215.5999755859375,1407.449951171875,22014385
2024-12-01,1334.5,1334.5,1340.8499755859375,1173.0999755859375,1263.0,24109179
2025-01-01,1212.199951171875,1212.199951171875,1356.199951171875,1144.1500244140625,1334.8499755859375,18518456
