Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,194.72232055664062,196.72500610351562,221.89999389648438,175.02000427246094,189.2100067138672,10419540
2020-02-01,192.3715057373047,194.35000610351562,216.55499267578125,189.82000732421875,199.00999450683594,7880630
2020-03-01,123.39588928222656,124.66500091552734,200.59500122070312,103.0,196.5,13540090
2020-04-01,141.42050170898438,142.875,151.0,115.00499725341797,125.5,7906200
2020-05-01,150.23486328125,151.77999877929688,154.98500061035156,115.55500030517578,142.875,9276550
2020-06-01,153.70913696289062,155.2899932861328,172.0,152.10000610351562,153.48500061035156,15094490
2020-07-01,182.22584533691406,184.10000610351562,192.5,155.5050048828125,156.68499755859375,17187450
2020-08-01,237.86361694335938,240.30999755859375,250.0,181.8350067138672,183.5800018310547,16237490
2020-09-01,288.7205505371094,291.69000244140625,293.7950134277344,232.60499572753906,233.60000610351562,30552290
2020-10-01,311.2290344238281,314.42999267578125,321.4949951171875,266.5,294.5,14994460
2020-11-01,334.45025634765625,337.8900146484375,348.9599914550781,305.95001220703125,311.20001220703125,10685960
2020-12-01,437.0054931640625,441.5,447.0,325.125,346.8999938964844,19796130
2021-01-01,448.7101135253906,453.32501220703125,493.95001220703125,420.75,442.3999938964844,18014536
2021-02-01,530.889892578125,536.3499755859375,544.0,445.04998779296875,455.0,15612932
2021-03-01,693.2945556640625,700.4249877929688,724.0,525.0499877929688,562.5,20112020
2021-04-01,644.4964599609375,651.125,720.0,585.0,711.5,9099808
2021-05-01,643.9521484375,650.5750122070312,692.5,588.8499755859375,652.5,8826388
2021-06-01,806.3567504882812,814.6500244140625,822.3499755859375,630.0,658.5,19301388
2021-07-01,864.1621704101562,873.0499877929688,924.9249877929688,718.0750122070312,815.0,9799184
2021-08-01,821.6000366210938,830.0499877929688,912.4749755859375,741.4249877929688,887.5,7918970
2021-09-01,813.4339599609375,821.7999877929688,1044.699951171875,804.0999755859375,837.5,10830616
2021-10-01,791.9548950195312,800.0999755859375,895.0,750.0999755859375,821.0,12641362
2021-11-01,914.5936279296875,924.0,939.9500122070312,801.0,801.0,16956555
2021-12-01,989.6218872070312,999.7999877929688,1114.550048828125,900.0,924.0,13466172
2022-01-01,855.5012817382812,864.2999877929688,990.0,800.25,980.0,12446833
2022-02-01,841.544921875,850.2000122070312,929.0,770.9000244140625,872.2999877929688,7106019
2022-03-01,905.2891845703125,914.5999755859375,967.9500122070312,815.0,850.2000122070312,7930734
2022-04-01,1012.8826293945312,1023.2999877929688,1100.0,911.9500122070312,912.0,9794935
2022-05-01,927.6591796875,937.2000122070312,1059.199951171875,801.0,1020.0,9182275
2022-06-01,841.2974243164062,849.9500122070312,1008.0,816.5,938.5499877929688,8246042
2022-07-01,946.0203857421875,955.75,966.75,831.0,843.9000244140625,6416311
2022-08-01,937.8048706054688,947.4500122070312,1146.949951171875,941.0,970.0,10783980
2022-09-01,1027.482666015625,1038.050048828125,1113.0,946.5499877929688,953.4000244140625,11363529
2022-10-01,1071.6143798828125,1078.949951171875,1177.0,1046.5999755859375,1086.0,6545791
2022-11-01,1112.832275390625,1120.449951171875,1144.800048828125,987.9500122070312,1085.0,9856885
2022-12-01,1084.5758056640625,1092.0,1193.0,1018.6500244140625,1135.0,11670796
2023-01-01,1135.87451171875,1143.6500244140625,1200.0,1080.0,1093.0,9142833
2023-02-01,1181.16455078125,1189.25,1337.9000244140625,1125.0,1150.050048828125,11757071
2023-03-01,1197.155029296875,1205.3499755859375,1284.0,1164.0,1197.800048828125,11395175
2023-04-01,1186.9251708984375,1195.050048828125,1251.75,1162.0,1209.9000244140625,5709501
2023-05-01,1127.581298828125,1135.300048828125,1220.0,1047.0,1195.050048828125,11874212
2023-06-01,1296.4256591796875,1305.300048828125,1398.0,1120.0999755859375,1135.300048828125,14052900
2023-07-01,1583.1131591796875,1593.949951171875,1600.0,1301.0,1362.0,13915135
2023-08-01,1664.3072509765625,1675.699951171875,1710.0,1444.0,1593.949951171875,20990528
2023-09-01,1613.9520263671875,1625.0,1800.0,1519.0999755859375,1690.0,15070847
2023-10-01,1559.3106689453125,1565.300048828125,1788.3499755859375,1554.0,1625.0,13675636
2023-11-01,1681.1923828125,1687.6500244140625,1774.0,1506.1500244140625,1570.0,44228810
2023-12-01,1530.919677734375,1536.800048828125,1745.0,1520.1500244140625,1700.0,14607684
2024-01-01,1497.5975341796875,1503.3499755859375,1589.0,1432.9000244140625,1553.9000244140625,20570850
2024-02-01,1541.6285400390625,1547.550048828125,1550.0,1305.0,1506.699951171875,17454744
2024-03-01,1490.225830078125,1495.949951171875,1660.0,1440.0,1547.800048828125,15174651
2024-04-01,1551.2913818359375,1557.25,1622.0,1476.4000244140625,1509.949951171875,8999778
2024-05-01,1499.1417236328125,1504.9000244140625,1728.949951171875,1439.050048828125,1570.0,13934227
2024-06-01,1549.348876953125,1555.300048828125,1679.0,1403.25,1562.0,15879183
2024-07-01,1479.81591796875,1485.5,1654.0,1455.4000244140625,1560.050048828125,13245915
2024-08-01,1456.50537109375,1462.0999755859375,1507.75,1341.949951171875,1493.0,11330231
2024-09-01,1578.0885009765625,1584.1500244140625,1589.0,1382.449951171875,1451.0999755859375,10615677
2024-10-01,1520.449951171875,1520.449951171875,1652.5999755859375,1376.699951171875,1590.0,13048674
2024-11-01,1516.4000244140625,1516.4000244140625,1556.699951171875,1400.0,1530.0,10495655
2024-12-01,1568.25,1568.25,1645.800048828125,1473.0,1505.699951171875,11413017
2025-01-01,1561.4000244140625,1561.4000244140625,1643.3499755859375,1415.4000244140625,1560.0,11610583
