Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,331.04998779296875,331.04998779296875,332.3999938964844,291.3500061035156,299.45001220703125,2868400
2020-02-01,280.54998779296875,280.54998779296875,329.95001220703125,275.79998779296875,303.5,2687200
2020-03-01,175.5,175.5,289.1000061035156,165.35000610351562,284.8999938964844,3283500
2020-04-01,187.3000030517578,187.3000030517578,192.5,168.8000030517578,175.5500030517578,2936400
2020-05-01,180.10000610351562,180.10000610351562,182.1999969482422,160.85000610351562,181.4499969482422,2365800
2020-06-01,202.64999389648438,202.64999389648438,223.64999389648438,182.8000030517578,182.89999389648438,3885900
2020-07-01,201.0,201.0,210.4499969482422,192.39999389648438,203.14999389648438,3729500
2020-08-01,222.75,222.75,237.60000610351562,197.6999969482422,200.4499969482422,5849700
2020-09-01,211.89999389648438,211.89999389648438,230.0500030517578,203.3000030517578,221.64999389648438,3798300
2020-10-01,228.1999969482422,228.1999969482422,239.3000030517578,208.10000610351562,213.6999969482422,3645200
2020-11-01,261.20001220703125,261.20001220703125,262.75,223.1999969482422,229.9499969482422,5095600
2020-12-01,313.8500061035156,313.8500061035156,315.95001220703125,262.75,264.04998779296875,6658400
2021-01-01,305.6499938964844,305.6499938964844,346.5,301.04998779296875,317.70001220703125,6559800
2021-02-01,349.79998779296875,349.79998779296875,362.70001220703125,304.70001220703125,308.1000061035156,5710300
2021-03-01,334.1499938964844,334.1499938964844,365.6000061035156,317.0,353.29998779296875,5421700
2021-04-01,309.6000061035156,309.6000061035156,336.95001220703125,298.3500061035156,333.3500061035156,3981100
2021-05-01,331.6000061035156,331.6000061035156,336.79998779296875,299.8999938964844,305.8999938964844,3501500
2021-06-01,343.95001220703125,343.95001220703125,364.79998779296875,330.75,338.5,6764300
2021-07-01,398.6499938964844,398.6499938964844,406.8999938964844,342.29998779296875,345.3500061035156,281811400
2021-08-01,386.79998779296875,386.79998779296875,423.1499938964844,365.54998779296875,400.6499938964844,173573200
2021-09-01,513.7999877929688,513.7999877929688,520.0499877929688,388.25,389.3500061035156,9261400
2021-10-01,498.70001220703125,498.70001220703125,550.75,483.79998779296875,513.25,5953100
2021-11-01,487.6000061035156,487.6000061035156,560.9000244140625,470.6499938964844,503.3500061035156,6112100
2021-12-01,484.1499938964844,484.1499938964844,525.4000244140625,442.0,489.75,4767700
2022-01-01,480.25,480.25,527.2000122070312,446.95001220703125,486.1000061035156,4711200
2022-02-01,436.3999938964844,436.3999938964844,499.3999938964844,408.8500061035156,486.1499938964844,5809000
2022-03-01,463.54998779296875,463.54998779296875,465.95001220703125,389.29998779296875,431.79998779296875,4996300
2022-04-01,443.75,443.75,482.5,429.95001220703125,463.6499938964844,4461300
2022-05-01,411.70001220703125,411.70001220703125,450.45001220703125,369.6499938964844,438.6000061035156,4690300
2022-06-01,385.29998779296875,385.29998779296875,415.95001220703125,365.75,413.54998779296875,4165300
2022-07-01,450.95001220703125,450.95001220703125,454.79998779296875,382.29998779296875,382.6499938964844,3372500
2022-08-01,463.20001220703125,463.20001220703125,464.54998779296875,429.45001220703125,451.54998779296875,3778600
2022-09-01,424.0,424.0,483.54998779296875,410.95001220703125,459.95001220703125,4067500
2022-10-01,438.6499938964844,438.6499938964844,440.1000061035156,412.0,425.8500061035156,2591100
2022-11-01,450.1499938964844,450.1499938964844,454.70001220703125,435.04998779296875,440.29998779296875,3384700
2022-12-01,431.79998779296875,431.79998779296875,467.54998779296875,406.8500061035156,452.75,3311100
2023-01-01,411.54998779296875,411.54998779296875,440.25,401.45001220703125,431.8999938964844,103237800
2023-02-01,393.20001220703125,393.20001220703125,419.70001220703125,379.0,414.75,3454600
2023-03-01,387.3500061035156,387.3500061035156,416.79998779296875,370.6499938964844,392.5,3121500
2023-04-01,445.1000061035156,445.1000061035156,445.79998779296875,387.3500061035156,389.0,4346900
2023-05-01,448.5,448.5,458.6499938964844,442.20001220703125,446.1000061035156,1166700
2025-01-01,853.5499877929688,853.5499877929688,880.8499755859375,851.0499877929688,875.9500122070312,0
