Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,956.2660522460938,984.5499877929688,1147.0,950.0,988.1500244140625,8695675
2020-02-01,1032.1708984375,1062.699951171875,1182.0,950.0,984.7999877929688,6743948
2020-03-01,720.7325439453125,742.0499877929688,1120.0,570.0,1090.0,5763845
2020-04-01,707.7418212890625,723.5999755859375,793.0,685.1500244140625,745.0,3435657
2020-05-01,664.5105590820312,679.4000244140625,731.0,623.9500122070312,723.5999755859375,3676342
2020-06-01,772.001953125,789.2999877929688,839.8499755859375,693.9500122070312,694.0,8690611
2020-07-01,802.3226318359375,820.2999877929688,885.0,790.9000244140625,790.9000244140625,8412399
2020-08-01,873.2826538085938,892.8499755859375,939.0,815.0,820.0,7522663
2020-09-01,801.931396484375,819.9000244140625,910.0,798.0,892.8499755859375,3069563
2020-10-01,900.5223388671875,920.7000122070312,975.75,800.9000244140625,828.9000244140625,7452701
2020-11-01,937.3961181640625,958.4000244140625,975.5999755859375,905.0,920.0,7134561
2020-12-01,1014.1268310546875,1036.8499755859375,1069.800048828125,853.7999877929688,963.5,14453179
2021-01-01,1196.099365234375,1222.9000244140625,1324.949951171875,1031.0,1038.800048828125,17117433
2021-02-01,1307.7965087890625,1337.0999755859375,1387.949951171875,1202.5,1238.3499755859375,7694840
2021-03-01,1349.3162841796875,1379.550048828125,1444.4000244140625,1126.0999755859375,1360.0,5869198
2021-04-01,1434.898681640625,1467.050048828125,1585.0,1323.199951171875,1394.0,7445211
2021-05-01,1637.5577392578125,1674.25,1700.0,1425.449951171875,1460.0,7678665
2021-06-01,1931.7657470703125,1975.050048828125,2008.300048828125,1671.0,1680.0,6851912
2021-07-01,1810.0919189453125,1850.6500244140625,2033.0,1762.0,1980.0,6609790
2021-08-01,2032.6337890625,2067.5,2124.300048828125,1795.0,1869.949951171875,8058463
2021-09-01,2348.7119140625,2389.0,2627.0,2030.3499755859375,2086.050048828125,17092017
2021-10-01,2223.263671875,2261.39990234375,2648.0,2121.10009765625,2387.0,16846631
2021-11-01,2267.0625,2305.949951171875,2543.85009765625,2142.0,2280.0,7253716
2021-12-01,2424.905029296875,2466.5,2609.25,2207.199951171875,2324.0,7389765
2022-01-01,2481.3369140625,2523.89990234375,2771.75,2377.300048828125,2470.0,12483198
2022-02-01,2334.80078125,2374.85009765625,2584.949951171875,2253.0,2549.89990234375,5746957
2022-03-01,2324.52685546875,2364.39990234375,2498.0,2162.0,2374.85009765625,5980823
2022-04-01,2444.2236328125,2486.14990234375,2820.0,2355.0,2355.0,10559184
2022-05-01,2400.62158203125,2441.800048828125,2629.89990234375,2365.0,2480.0,6559489
2022-06-01,2164.078857421875,2201.199951171875,2570.699951171875,2043.8499755859375,2449.949951171875,7802119
2022-07-01,2293.80615234375,2317.449951171875,2336.0,2104.0,2202.5,9575763
2022-08-01,2444.9482421875,2470.14990234375,2502.949951171875,2288.35009765625,2336.0,5855215
2022-09-01,2534.6240234375,2560.75,2719.75,2441.10009765625,2462.949951171875,5989912
2022-10-01,2749.113037109375,2777.449951171875,2862.5,2531.0,2550.0,7044429
2022-11-01,2538.830810546875,2565.0,2846.39990234375,2500.0,2782.300048828125,8225372
2022-12-01,2542.888916015625,2569.10009765625,3025.0,2500.25,2573.89990234375,12157013
2023-01-01,2891.446044921875,2921.25,2934.64990234375,2546.050048828125,2570.199951171875,5890976
2023-02-01,3049.912841796875,3081.35009765625,3143.39990234375,2904.75,2949.0,7324353
2023-03-01,2850.666259765625,2880.050048828125,3142.0,2753.89990234375,3084.0,5747575
2023-04-01,3172.647705078125,3205.35009765625,3213.0,2900.0,2903.39990234375,4017914
2023-05-01,3388.572021484375,3423.5,3516.0,3172.14990234375,3205.35009765625,8678408
2023-06-01,3514.91943359375,3551.14990234375,3637.949951171875,3379.75,3450.0,7292592
2023-07-01,4794.7265625,4816.7998046875,4924.0,3491.0,3579.89990234375,23902028
2023-08-01,5099.5732421875,5123.0498046875,5166.0,4490.75,4844.9501953125,12743113
2023-09-01,5318.56494140625,5343.0498046875,5398.0,4849.4501953125,5139.75,11032498
2023-10-01,4899.54443359375,4922.10009765625,5493.64990234375,4811.10009765625,5343.0498046875,12202939
2023-11-01,5243.759765625,5267.89990234375,5433.0,4890.7998046875,4922.10009765625,15275934
2023-12-01,5459.7158203125,5484.85009765625,5733.0,5226.10009765625,5344.0,9560159
2024-01-01,4323.2470703125,4343.14990234375,5530.4501953125,3801.0,5500.0,53226243
2024-02-01,4728.083984375,4749.85009765625,4867.60009765625,4236.0,4350.0,13821021
2024-03-01,5041.78955078125,5065.0,5136.2998046875,4635.0498046875,4780.0,8160170
2024-04-01,5640.58251953125,5666.5498046875,5789.0,5073.0,5073.0,7366298
2024-05-01,6710.75634765625,6741.64990234375,6900.0,5666.5498046875,5666.5498046875,13921101
2024-06-01,6708.6162109375,6739.5,7331.4501953125,6137.0,7000.0,17898648
2024-07-01,6826.7724609375,6858.2001953125,6882.0,5930.0498046875,6750.0,13426800
2024-08-01,6813.39990234375,6813.39990234375,6906.0,6308.75,6900.0,7217453
2024-09-01,6955.2001953125,6955.2001953125,7119.0,6425.5498046875,6839.9501953125,7886729
2024-10-01,6480.39990234375,6480.39990234375,7605.0,6308.0,6987.9501953125,11871963
2024-11-01,7297.89990234375,7297.89990234375,7320.0,6257.5,6500.0,5969030
2024-12-01,7272.35009765625,7272.35009765625,7595.0,7022.0,7308.0,4516106
2025-01-01,5915.7998046875,5915.7998046875,7440.0,5891.2001953125,7285.0,9486938
